date,zone,day_of_week,month,is_weekend,is_holiday,temperature_c,hdd,cdd,demand_avg_mw,demand_peak_mw,price_avg_eur_mwh,price_peak_eur_mwh,negative_price_hours,wind_cf_daily,solar_cf_daily,gas_price
2021-11-16,UK,1,11,0,0,8.35,9.65,0.0,48.7,56.5,69.741,127.967,0,0.4182,0.0222,47.089
2021-11-17,UK,2,11,0,0,6.25,11.75,0.0,48.7,56.1,67.94,107.668,0,0.4527,0.024,47.136
2021-11-18,UK,3,11,0,0,4.82,13.18,0.0,49.1,55.9,69.716,100.868,0,0.3197,0.0207,46.709
2021-11-19,UK,4,11,0,0,2.4,15.6,0.0,49.3,57.0,71.389,106.756,0,0.4207,0.0178,45.784
2021-11-20,UK,5,11,1,0,5.45,12.55,0.0,38.5,44.4,42.463,67.513,0,0.5001,0.0202,45.282
2021-11-21,UK,6,11,1,0,2.72,15.28,0.0,38.6,44.6,37.307,84.339,0,0.4149,0.0211,46.127
2021-11-22,UK,0,11,0,0,1.51,16.49,0.0,49.6,57.0,68.932,129.704,0,0.4671,0.0171,45.543
2021-11-23,UK,1,11,0,0,8.01,9.99,0.0,49.7,57.4,73.725,118.137,0,0.5681,0.0151,46.175
2021-11-24,UK,2,11,0,0,-2.19,20.19,0.0,49.8,57.3,73.573,125.631,0,0.5129,0.0074,47.055
2021-11-25,UK,3,11,0,0,1.13,16.87,0.0,49.9,57.4,72.212,125.384,0,0.5013,0.0188,49.581
2021-11-26,UK,4,11,0,0,2.87,15.13,0.0,49.9,58.3,69.642,104.317,0,0.4695,0.0201,48.134
2021-11-27,UK,5,11,1,0,8.28,9.72,0.0,39.3,45.9,37.725,90.376,0,0.402,0.0184,47.929
2021-11-28,UK,6,11,1,0,2.67,15.33,0.0,39.3,45.5,37.461,90.745,0,0.4295,0.0142,46.282
2021-11-29,UK,0,11,0,0,2.22,15.78,0.0,50.6,59.5,66.866,123.64,0,0.603,0.0079,46.987
2021-11-30,UK,1,11,0,0,1.67,16.33,0.0,50.7,57.9,80.129,128.815,0,0.3472,0.0166,48.718
2021-12-01,UK,2,12,0,0,-0.24,18.24,0.0,51.0,59.8,98.211,446.469,0,0.4041,0.0097,48.094
2021-12-02,UK,3,12,0,0,-0.6,18.6,0.0,51.0,58.4,116.023,440.403,0,0.434,0.0178,48.932
2021-12-03,UK,4,12,0,0,2.97,15.03,0.0,50.8,58.7,93.898,444.751,0,0.4369,0.0104,48.951
2021-12-04,UK,5,12,1,0,-1.35,19.35,0.0,40.0,45.9,46.446,87.117,1,0.3034,0.0097,49.254
2021-12-05,UK,6,12,1,0,-0.16,18.16,0.0,40.1,46.4,39.837,60.261,0,0.3908,0.0095,50.772
2021-12-06,UK,0,12,0,0,4.08,13.92,0.0,51.2,58.0,76.294,122.056,0,0.4936,0.0098,49.985
2021-12-07,UK,1,12,0,0,2.28,15.72,0.0,51.7,59.2,93.166,450.615,0,0.4929,0.0195,48.416
2021-12-08,UK,2,12,0,0,4.55,13.45,0.0,51.5,59.6,111.013,466.248,0,0.3901,0.0169,50.408
2021-12-09,UK,3,12,0,0,4.2,13.8,0.0,51.6,59.4,77.244,125.778,0,0.5635,0.0146,51.923
2021-12-10,UK,4,12,0,0,-1.51,19.51,0.0,51.5,59.5,106.659,429.535,0,0.4631,0.0103,51.124
2021-12-11,UK,5,12,1,0,0.67,17.33,0.0,40.2,46.9,46.752,122.135,0,0.4293,0.0193,52.846
2021-12-12,UK,6,12,1,0,-0.03,18.03,0.0,40.5,46.3,46.068,74.688,0,0.4096,0.0115,53.518
2021-12-13,UK,0,12,0,0,-4.78,22.78,0.0,51.5,59.4,76.319,125.336,0,0.4709,0.0064,54.299
2021-12-14,UK,1,12,0,0,0.98,17.02,0.0,51.9,60.9,140.389,510.097,0,0.4816,0.0034,55.885
2021-12-15,UK,2,12,0,0,0.76,17.24,0.0,51.9,61.5,109.516,522.79,0,0.397,0.0095,58.238
2021-12-16,UK,3,12,0,0,-0.8,18.8,0.0,51.8,59.0,88.979,138.04,0,0.5085,0.0085,57.491
2021-12-17,UK,4,12,0,0,1.97,16.03,0.0,52.1,59.7,104.762,519.208,0,0.4965,0.0107,59.267
2021-12-18,UK,5,12,1,0,-5.74,23.74,0.0,40.8,46.1,44.944,84.957,0,0.4318,0.0068,59.919
2021-12-19,UK,6,12,1,0,-1.67,19.67,0.0,40.7,46.8,54.521,117.858,0,0.2992,0.0129,59.841
2021-12-20,UK,0,12,0,0,-1.45,19.45,0.0,52.1,59.8,174.168,506.831,0,0.3419,0.0096,60.129
2021-12-21,UK,1,12,0,0,-5.87,23.87,0.0,52.3,60.6,123.051,489.205,0,0.4296,0.0071,59.971
2021-12-22,UK,2,12,0,0,-6.69,24.69,0.0,52.5,61.2,99.243,427.243,0,0.496,0.0107,58.779
2021-12-23,UK,3,12,0,0,-8.08,26.08,0.0,52.4,61.3,127.834,475.987,0,0.4613,0.0068,59.25
2021-12-24,UK,4,12,0,0,1.37,16.63,0.0,52.4,60.7,123.559,517.603,0,0.4608,0.0119,59.225
2021-12-25,UK,5,12,1,1,-0.27,18.27,0.0,40.6,47.6,49.749,92.059,0,0.3954,0.0081,61.12
2021-12-26,UK,6,12,1,1,-2.35,20.35,0.0,40.8,48.1,47.777,126.222,0,0.3471,0.0068,59.965
2021-12-27,UK,0,12,0,0,1.4,16.6,0.0,52.7,60.5,141.556,508.632,0,0.4019,0.012,63.237
2021-12-28,UK,1,12,0,0,5.18,12.82,0.0,52.3,60.5,129.894,476.32,0,0.5132,0.0094,63.643
2021-12-29,UK,2,12,0,0,-3.27,21.27,0.0,52.5,60.3,135.326,485.709,0,0.4263,0.0144,64.012
2021-12-30,UK,3,12,0,0,-3.4,21.4,0.0,52.3,59.5,138.794,486.42,0,0.382,0.0088,64.685
2021-12-31,UK,4,12,0,0,2.69,15.31,0.0,52.2,59.9,127.665,463.597,0,0.4407,0.0065,68.556
2022-01-01,UK,5,1,1,1,-2.1,20.1,0.0,40.6,45.9,143.233,241.912,0,0.3851,0.0052,68.674
2022-01-02,UK,6,1,1,0,-4.58,22.58,0.0,40.8,47.6,166.788,201.317,0,0.5884,0.0114,111.488
2022-01-03,UK,0,1,0,0,0.75,17.25,0.0,52.4,61.4,276.039,887.126,0,0.4091,0.0075,113.354
2022-01-04,UK,1,1,0,0,-3.99,21.99,0.0,51.8,60.2,255.016,816.269,0,0.4685,0.0119,116.629
2022-01-05,UK,2,1,0,0,-0.73,18.73,0.0,52.1,60.2,279.44,826.118,0,0.5067,0.011,121.235
2022-01-06,UK,3,1,0,0,-4.14,22.14,0.0,52.1,60.9,266.978,822.726,0,0.435,0.0106,124.504
2022-01-07,UK,4,1,0,0,-2.7,20.7,0.0,52.0,59.4,231.417,281.252,0,0.4883,0.0089,127.555
2022-01-08,UK,5,1,1,0,-5.07,23.07,0.0,40.6,48.2,168.872,214.547,0,0.5537,0.0152,126.416
2022-01-09,UK,6,1,1,0,0.46,17.54,0.0,40.3,46.3,172.082,205.076,0,0.5528,0.0114,129.048
2022-01-10,UK,0,1,0,0,-6.05,24.05,0.0,51.7,58.0,221.049,287.798,0,0.4981,0.0126,132.401
2022-01-11,UK,1,1,0,0,-2.98,20.98,0.0,51.8,61.6,325.992,891.832,0,0.2936,0.0151,132.787
2022-01-12,UK,2,1,0,0,-4.16,22.16,0.0,51.8,59.0,244.027,296.083,0,0.514,0.0217,137.617
2022-01-13,UK,3,1,0,0,-2.7,20.7,0.0,51.7,60.9,282.336,900.802,0,0.4456,0.0126,143.501
2022-01-14,UK,4,1,0,0,-5.18,23.18,0.0,51.5,59.4,238.029,297.747,0,0.5514,0.0195,143.521
2022-01-15,UK,5,1,1,0,1.68,16.32,0.0,40.1,45.8,194.539,305.948,0,0.6472,0.0168,145.591
2022-01-16,UK,6,1,1,0,-3.46,21.46,0.0,40.1,46.3,185.203,216.586,0,0.4454,0.0155,146.161
2022-01-17,UK,0,1,0,0,3.01,14.99,0.0,50.9,57.7,293.912,874.338,0,0.4629,0.0226,146.302
2022-01-18,UK,1,1,0,0,-5.06,23.06,0.0,51.6,60.2,271.636,810.369,0,0.4304,0.0165,149.551
2022-01-19,UK,2,1,0,0,-2.98,20.98,0.0,51.4,59.2,267.168,884.413,0,0.4633,0.0294,147.252
2022-01-20,UK,3,1,0,0,-0.0,18.0,0.0,50.9,57.9,259.41,315.79,0,0.3848,0.0226,150.218
2022-01-21,UK,4,1,0,0,-5.79,23.79,0.0,51.1,58.8,308.689,924.115,0,0.4575,0.0174,155.833
2022-01-22,UK,5,1,1,0,-1.37,19.37,0.0,39.9,45.2,195.668,232.142,0,0.5255,0.0273,156.725
2022-01-23,UK,6,1,1,0,-5.46,23.46,0.0,39.5,45.3,190.049,225.882,0,0.4403,0.0226,158.845
2022-01-24,UK,0,1,0,0,-5.55,23.55,0.0,50.8,58.0,263.017,326.507,0,0.4847,0.0194,154.917
2022-01-25,UK,1,1,0,0,3.28,14.72,0.0,50.7,57.5,245.788,306.146,0,0.4163,0.022,155.759
2022-01-26,UK,2,1,0,0,-4.07,22.07,0.0,50.3,57.7,239.183,290.746,0,0.4804,0.0267,157.881
2022-01-27,UK,3,1,0,0,-5.11,23.11,0.0,50.1,58.7,334.184,923.398,0,0.3555,0.0307,156.933
2022-01-28,UK,4,1,0,0,-4.49,22.49,0.0,50.2,56.8,250.536,316.724,0,0.3465,0.0261,164.933
2022-01-29,UK,5,1,1,0,4.28,13.72,0.0,38.9,45.6,184.081,214.515,0,0.4101,0.0297,161.503
2022-01-30,UK,6,1,1,0,1.34,16.66,0.0,38.7,45.9,183.599,222.272,0,0.4521,0.0386,163.052
2022-01-31,UK,0,1,0,0,0.95,17.05,0.0,49.5,57.1,246.713,298.159,0,0.5668,0.0263,173.687
2022-02-01,UK,1,2,0,0,2.96,15.04,0.0,49.3,57.0,239.595,294.992,0,0.4565,0.0334,169.469
2022-02-02,UK,2,2,0,0,-4.94,22.94,0.0,49.5,56.6,239.206,297.165,0,0.4146,0.0326,169.233
2022-02-03,UK,3,2,0,0,5.18,12.82,0.0,49.1,57.5,256.039,311.51,0,0.4614,0.0348,174.299
2022-02-04,UK,4,2,0,0,-5.48,23.48,0.0,49.4,56.5,252.382,299.901,0,0.4789,0.0402,178.406
2022-02-05,UK,5,2,1,0,0.94,17.06,0.0,38.5,45.1,199.589,260.255,0,0.3876,0.0366,183.769
2022-02-06,UK,6,2,1,0,-3.29,21.29,0.0,37.9,43.9,202.441,240.097,0,0.4164,0.0436,183.719
2022-02-07,UK,0,2,0,0,1.02,16.98,0.0,48.4,55.2,248.16,321.03,0,0.4927,0.0417,186.956
2022-02-08,UK,1,2,0,0,7.04,10.96,0.0,48.5,55.2,266.866,337.369,0,0.416,0.0491,188.201
2022-02-09,UK,2,2,0,0,1.08,16.92,0.0,48.2,55.5,276.338,327.862,0,0.3021,0.0512,198.613
2022-02-10,UK,3,2,0,0,-0.88,18.88,0.0,47.9,55.7,259.57,337.691,0,0.3709,0.0418,195.014
2022-02-11,UK,4,2,0,0,3.12,14.88,0.0,47.7,56.3,257.823,345.779,0,0.4701,0.0513,202.837
2022-02-12,UK,5,2,1,0,-3.54,21.54,0.0,37.2,42.9,202.061,272.964,0,0.4664,0.0451,195.54
2022-02-13,UK,6,2,1,0,-3.46,21.46,0.0,37.0,43.2,219.527,306.014,0,0.5183,0.0492,195.219
2022-02-14,UK,0,2,0,0,5.46,12.54,0.0,47.3,54.4,247.023,317.995,0,0.419,0.0502,193.27
2022-02-15,UK,1,2,0,0,-0.54,18.54,0.0,47.4,54.0,258.885,336.985,0,0.4465,0.0583,199.869
2022-02-16,UK,2,2,0,0,1.08,16.92,0.0,46.8,53.4,230.897,318.105,0,0.5572,0.0648,200.652
2022-02-17,UK,3,2,0,0,-0.02,18.02,0.0,46.3,53.2,251.492,320.203,0,0.4323,0.0525,209.429
2022-02-18,UK,4,2,0,0,-1.05,19.05,0.0,46.7,55.8,270.973,360.024,0,0.4173,0.0523,225.29
2022-02-19,UK,5,2,1,0,-3.82,21.82,0.0,36.4,42.2,223.333,245.457,0,0.4472,0.0591,226.071
2022-02-20,UK,6,2,1,0,-1.81,19.81,0.0,35.9,40.5,217.392,254.12,0,0.4086,0.0611,225.689
2022-02-21,UK,0,2,0,0,-7.85,25.85,0.0,45.9,52.3,271.436,360.507,0,0.3956,0.0601,233.459
2022-02-22,UK,1,2,0,0,3.43,14.57,0.0,45.8,53.1,259.398,353.875,0,0.5225,0.0688,230.084
2022-02-23,UK,2,2,0,0,0.03,17.97,0.0,45.4,52.1,256.787,335.362,0,0.5018,0.0668,229.998
2022-02-24,UK,3,2,0,0,2.06,15.94,0.0,45.9,53.3,264.909,361.598,0,0.4756,0.0647,235.71
2022-02-25,UK,4,2,0,0,0.23,17.77,0.0,45.1,53.3,256.489,328.383,0,0.4546,0.0754,227.152
2022-02-26,UK,5,2,1,0,-2.71,20.71,0.0,35.0,41.1,234.117,296.887,0,0.4882,0.0761,233.251
2022-02-27,UK,6,2,1,0,-2.31,20.31,0.0,34.6,40.8,238.0,308.331,0,0.4822,0.0779,240.392
2022-02-28,UK,0,2,0,0,3.8,14.2,0.0,44.6,51.0,249.218,345.386,0,0.5165,0.0812,233.269
2022-03-01,UK,1,3,0,0,-0.38,18.38,0.0,44.1,51.3,1614.428,2175.245,0,0.4197,0.0746,350.0
2022-03-02,UK,2,3,0,0,2.31,15.69,0.0,44.4,51.2,1639.408,2234.159,0,0.454,0.0851,350.0
2022-03-03,UK,3,3,0,0,4.85,13.15,0.0,43.8,50.3,1548.193,2108.346,0,0.5287,0.0795,344.655
2022-03-04,UK,4,3,0,0,0.3,17.7,0.0,43.5,50.6,1565.376,2092.515,0,0.3495,0.0827,349.275
2022-03-05,UK,5,3,1,0,2.9,15.1,0.0,33.8,38.1,1376.24,1510.464,0,0.5033,0.0867,346.737
2022-03-06,UK,6,3,1,0,-1.32,19.32,0.0,33.5,38.3,1427.297,1558.226,0,0.3836,0.0845,348.321
2022-03-07,UK,0,3,0,0,3.74,14.26,0.0,42.7,48.3,1427.791,1900.65,0,0.5184,0.0928,340.423
2022-03-08,UK,1,3,0,0,-2.48,20.48,0.0,42.8,49.4,1487.322,2230.176,0,0.5146,0.0914,341.023
2022-03-09,UK,2,3,0,0,4.54,13.46,0.0,42.2,48.4,1519.687,2243.841,0,0.4005,0.0932,331.088
2022-03-10,UK,3,3,0,0,4.09,13.91,0.0,42.3,48.5,1445.275,2043.912,0,0.5132,0.0933,314.911
2022-03-11,UK,4,3,0,0,-0.4,18.4,0.0,41.9,47.6,1444.39,1881.907,0,0.3666,0.0999,323.396
2022-03-12,UK,5,3,1,0,4.68,13.32,0.0,32.5,38.1,1359.856,1616.26,0,0.3877,0.0877,314.532
2022-03-13,UK,6,3,1,0,3.79,14.21,0.0,32.4,37.4,1442.831,1638.654,0,0.5131,0.1042,318.576
2022-03-14,UK,0,3,0,0,0.64,17.36,0.0,41.2,47.7,1447.75,2054.212,0,0.4121,0.1082,332.35
2022-03-15,UK,1,3,0,0,3.68,14.32,0.0,41.0,46.5,1411.004,1550.11,0,0.5199,0.1015,336.184
2022-03-16,UK,2,3,0,0,3.0,15.0,0.0,41.1,47.8,1460.454,2026.205,0,0.4552,0.1054,333.807
2022-03-17,UK,3,3,0,0,5.97,12.03,0.0,40.7,46.5,1431.506,1615.526,0,0.5237,0.1024,342.216
2022-03-18,UK,4,3,0,0,3.59,14.41,0.0,40.6,48.6,1460.955,2059.847,0,0.5605,0.1078,344.786
2022-03-19,UK,5,3,1,0,7.62,10.38,0.0,31.4,36.1,1425.753,1604.992,0,0.4718,0.1126,347.276
2022-03-20,UK,6,3,1,0,5.12,12.88,0.0,31.3,35.8,1417.943,1554.085,0,0.5414,0.1075,350.0
2022-03-21,UK,0,3,0,0,8.69,9.31,0.0,39.6,44.7,1412.101,1643.838,0,0.4491,0.1219,350.0
2022-03-22,UK,1,3,0,0,7.08,10.92,0.0,39.4,44.8,1395.75,1882.627,0,0.4033,0.1219,340.544
2022-03-23,UK,2,3,0,0,12.72,5.28,0.0,39.4,45.1,1440.923,1642.735,0,0.394,0.1228,350.0
2022-03-24,UK,3,3,0,0,10.02,7.98,0.0,39.2,44.2,1395.961,1543.277,0,0.4957,0.1236,350.0
2022-03-25,UK,4,3,0,0,3.69,14.31,0.0,38.9,44.2,1421.933,1614.57,0,0.431,0.1283,350.0
2022-03-26,UK,5,3,1,0,8.81,9.19,0.0,29.9,34.2,1418.497,1587.952,0,0.3848,0.1278,350.0
2022-03-27,UK,6,3,1,0,-0.76,18.76,0.0,30.0,35.8,1447.453,1575.837,0,0.3758,0.1225,338.685
2022-03-28,UK,0,3,0,0,9.04,8.96,0.0,38.1,44.4,1421.258,1577.17,0,0.5173,0.1273,349.178
2022-03-29,UK,1,3,0,0,4.91,13.09,0.0,38.2,43.9,1422.127,1612.671,0,0.4446,0.129,350.0
2022-03-30,UK,2,3,0,0,5.61,12.39,0.0,37.7,43.9,1422.157,1665.227,0,0.5561,0.13,348.319
2022-03-31,UK,3,3,0,0,7.16,10.84,0.0,37.3,44.2,439.184,1405.44,0,0.413,0.136,350.0
2022-04-01,UK,4,4,0,0,8.95,9.05,0.0,37.1,44.2,408.994,458.04,0,0.4954,0.145,350.0
2022-04-02,UK,5,4,1,0,6.53,11.47,0.0,28.9,33.5,415.648,442.057,0,0.4887,0.14,350.0
2022-04-03,UK,6,4,1,0,-1.58,19.58,0.0,28.6,33.2,404.98,445.825,0,0.5663,0.1437,348.732
2022-04-04,UK,0,4,0,0,7.2,10.8,0.0,36.7,42.7,396.636,430.678,0,0.4556,0.1417,346.892
2022-04-05,UK,1,4,0,0,5.53,12.47,0.0,36.2,42.0,407.626,454.009,0,0.435,0.1465,350.0
2022-04-06,UK,2,4,0,0,8.79,9.21,0.0,36.2,42.0,395.832,433.402,0,0.4424,0.147,350.0
2022-04-07,UK,3,4,0,0,10.01,7.99,0.0,35.8,41.9,409.223,489.862,0,0.4716,0.1561,350.0
2022-04-08,UK,4,4,0,0,7.37,10.63,0.0,35.6,40.1,392.32,431.575,0,0.4228,0.1446,350.0
2022-04-09,UK,5,4,1,0,9.02,8.98,0.0,27.7,31.6,408.647,448.971,0,0.4647,0.161,350.0
2022-04-10,UK,6,4,1,0,4.57,13.43,0.0,27.3,32.2,420.745,452.264,0,0.454,0.1494,350.0
2022-04-11,UK,0,4,0,0,2.82,15.18,0.0,35.2,40.4,402.163,430.239,0,0.3728,0.1523,346.33
2022-04-12,UK,1,4,0,0,4.8,13.2,0.0,34.8,40.5,394.622,451.024,0,0.5583,0.1589,339.914
2022-04-13,UK,2,4,0,0,6.99,11.01,0.0,34.8,40.9,400.163,467.3,0,0.5173,0.1551,350.0
2022-04-14,UK,3,4,0,0,10.65,7.35,0.0,34.4,40.5,394.073,432.748,0,0.5352,0.1539,342.917
2022-04-15,UK,4,4,0,0,7.14,10.86,0.0,34.2,38.9,400.247,437.223,0,0.5387,0.1655,343.43
2022-04-16,UK,5,4,1,0,6.13,11.87,0.0,26.5,30.7,400.125,426.166,0,0.426,0.1752,350.0
2022-04-17,UK,6,4,1,0,7.38,10.62,0.0,26.4,31.6,405.386,457.536,0,0.4714,0.1692,350.0
2022-04-18,UK,0,4,0,0,9.44,8.56,0.0,33.7,38.7,404.915,459.143,0,0.4841,0.1708,350.0
2022-04-19,UK,1,4,0,0,13.78,4.22,0.0,33.5,38.5,405.169,455.889,0,0.5133,0.1675,350.0
2022-04-20,UK,2,4,0,0,13.89,4.11,0.0,33.1,37.4,401.946,441.533,0,0.4059,0.1692,350.0
2022-04-21,UK,3,4,0,0,13.57,4.43,0.0,32.7,37.8,400.99,439.003,0,0.4876,0.1722,350.0
2022-04-22,UK,4,4,0,0,7.87,10.13,0.0,32.6,37.6,403.1,455.789,0,0.4524,0.1816,350.0
2022-04-23,UK,5,4,1,0,16.23,1.77,0.0,25.4,29.8,408.384,440.734,0,0.332,0.1768,350.0
2022-04-24,UK,6,4,1,0,14.41,3.59,0.0,25.3,29.1,397.173,434.559,0,0.4347,0.1812,350.0
2022-04-25,UK,0,4,0,0,13.1,4.9,0.0,32.2,37.2,397.717,440.334,0,0.4288,0.1792,350.0
2022-04-26,UK,1,4,0,0,13.62,4.38,0.0,32.0,37.5,397.236,440.94,0,0.4669,0.181,350.0
2022-04-27,UK,2,4,0,0,19.82,0.0,1.82,31.8,36.5,390.96,454.188,0,0.4699,0.1858,349.313
2022-04-28,UK,3,4,0,0,16.33,1.67,0.0,31.8,36.2,401.222,447.327,0,0.5468,0.1838,350.0
2022-04-29,UK,4,4,0,0,11.79,6.21,0.0,31.5,36.4,398.613,452.098,0,0.4943,0.1846,350.0
2022-04-30,UK,5,4,1,0,11.91,6.09,0.0,24.3,28.3,407.24,436.247,0,0.5185,0.1835,349.978
2022-05-01,UK,6,5,1,0,15.86,2.14,0.0,24.3,29.0,413.762,442.97,0,0.4872,0.1941,350.0
2022-05-02,UK,0,5,0,0,14.73,3.27,0.0,30.9,35.0,392.401,436.854,0,0.41,0.1916,348.308
2022-05-03,UK,1,5,0,0,14.2,3.8,0.0,30.6,35.1,392.55,424.112,0,0.3886,0.1833,330.408
2022-05-04,UK,2,5,0,0,10.79,7.21,0.0,30.7,34.9,398.717,439.088,0,0.3878,0.1903,327.809
2022-05-05,UK,3,5,0,0,11.12,6.88,0.0,30.2,34.3,392.021,420.316,0,0.463,0.1898,325.129
2022-05-06,UK,4,5,0,0,11.56,6.44,0.0,30.2,35.4,408.056,450.599,0,0.5172,0.1962,338.911
2022-05-07,UK,5,5,1,0,18.83,0.0,0.83,23.5,28.0,389.428,449.685,0,0.6054,0.1965,331.174
2022-05-08,UK,6,5,1,0,10.12,7.88,0.0,23.5,27.6,360.214,443.717,0,0.5332,0.1911,337.426
2022-05-09,UK,0,5,0,0,13.11,4.89,0.0,29.7,33.8,418.22,448.373,0,0.4862,0.2022,350.0
2022-05-10,UK,1,5,0,0,11.1,6.9,0.0,29.6,34.5,396.141,429.154,0,0.5226,0.1996,336.973
2022-05-11,UK,2,5,0,0,16.39,1.61,0.0,29.4,33.8,400.08,429.395,0,0.5078,0.2067,324.539
2022-05-12,UK,3,5,0,0,13.53,4.47,0.0,29.3,33.8,400.38,449.985,0,0.4573,0.1904,318.138
2022-05-13,UK,4,5,0,0,12.01,5.99,0.0,29.4,34.0,406.49,430.032,0,0.4858,0.2005,319.174
2022-05-14,UK,5,5,1,0,12.31,5.69,0.0,22.6,26.5,381.762,446.041,0,0.4053,0.2056,333.561
2022-05-15,UK,6,5,1,0,18.56,0.0,0.56,22.4,26.7,381.206,430.67,0,0.4843,0.2077,336.972
2022-05-16,UK,0,5,0,0,16.11,1.89,0.0,28.6,33.0,420.094,456.327,0,0.4887,0.2049,333.755
2022-05-17,UK,1,5,0,0,7.57,10.43,0.0,28.6,32.6,419.026,457.852,0,0.466,0.2054,343.065
2022-05-18,UK,2,5,0,0,11.18,6.82,0.0,28.3,32.6,421.665,459.338,0,0.4587,0.2112,329.1
2022-05-19,UK,3,5,0,0,21.05,0.0,3.05,28.5,32.8,423.263,458.792,0,0.3866,0.2087,341.75
2022-05-20,UK,4,5,0,0,14.16,3.84,0.0,28.1,32.3,416.195,452.633,0,0.4776,0.2117,350.0
2022-05-21,UK,5,5,1,0,17.43,0.57,0.0,21.8,25.8,356.354,465.299,0,0.4833,0.2109,350.0
2022-05-22,UK,6,5,1,0,22.3,0.0,4.3,21.7,24.9,415.212,456.021,0,0.4413,0.2125,350.0
2022-05-23,UK,0,5,0,0,20.47,0.0,2.47,27.8,32.2,420.914,445.9,0,0.5805,0.2133,350.0
2022-05-24,UK,1,5,0,0,16.4,1.6,0.0,27.6,32.6,441.055,460.508,0,0.5676,0.2139,350.0
2022-05-25,UK,2,5,0,0,16.77,1.23,0.0,27.6,32.2,435.956,455.321,0,0.4518,0.2117,340.996
2022-05-26,UK,3,5,0,0,17.83,0.17,0.0,27.7,33.1,436.421,491.813,0,0.4057,0.2162,345.042
2022-05-27,UK,4,5,0,0,22.88,0.0,4.88,27.6,32.4,432.221,480.622,0,0.2899,0.2123,342.907
2022-05-28,UK,5,5,1,0,18.57,0.0,0.57,21.2,23.5,420.352,466.238,0,0.3502,0.2167,346.936
2022-05-29,UK,6,5,1,0,16.35,1.65,0.0,21.1,23.9,323.998,464.409,0,0.4971,0.2181,350.0
2022-05-30,UK,0,5,0,0,14.48,3.52,0.0,27.0,31.6,421.209,467.709,0,0.6313,0.2162,350.0
2022-05-31,UK,1,5,0,0,17.62,0.38,0.0,27.1,30.7,422.891,445.871,0,0.4134,0.2178,350.0
2022-06-01,UK,2,6,0,0,17.35,0.65,0.0,26.9,31.7,422.263,448.243,0,0.5125,0.2165,350.0
2022-06-02,UK,3,6,0,0,15.39,2.61,0.0,26.8,30.6,439.322,480.303,0,0.4446,0.2221,344.647
2022-06-03,UK,4,6,0,0,19.63,0.0,1.63,26.8,31.4,450.603,482.969,0,0.418,0.2193,339.558
2022-06-04,UK,5,6,1,0,18.81,0.0,0.81,20.8,24.4,267.214,497.326,0,0.5581,0.2221,347.575
2022-06-05,UK,6,6,1,0,19.07,0.0,1.07,20.7,23.7,274.567,484.385,0,0.5159,0.2154,350.0
2022-06-06,UK,0,6,0,0,10.9,7.1,0.0,26.8,32.0,453.183,482.636,0,0.4643,0.2224,350.0
2022-06-07,UK,1,6,0,0,21.82,0.0,3.82,26.5,30.8,466.553,492.814,0,0.4488,0.2273,350.0
2022-06-08,UK,2,6,0,0,17.8,0.2,0.0,26.7,32.6,466.476,503.196,0,0.5395,0.2248,350.0
2022-06-09,UK,3,6,0,0,19.56,0.0,1.56,26.3,30.2,472.74,498.272,0,0.3833,0.2256,350.0
2022-06-10,UK,4,6,0,0,19.42,0.0,1.42,26.3,30.7,480.592,511.511,0,0.4059,0.2217,350.0
2022-06-11,UK,5,6,1,0,17.42,0.58,0.0,20.3,23.4,310.931,525.527,0,0.4903,0.2273,350.0
2022-06-12,UK,6,6,1,0,18.07,0.0,0.07,20.4,23.0,255.587,502.026,0,0.5468,0.2224,346.94
2022-06-13,UK,0,6,0,0,16.3,1.7,0.0,26.1,29.7,478.632,519.831,0,0.4007,0.2244,350.0
2022-06-14,UK,1,6,0,0,11.63,6.37,0.0,26.1,30.8,485.888,515.829,0,0.4651,0.2242,348.711
2022-06-15,UK,2,6,0,0,20.59,0.0,2.59,26.0,31.7,480.411,522.026,0,0.4772,0.2341,350.0
2022-06-16,UK,3,6,0,0,23.65,0.0,5.65,25.8,30.6,441.007,502.018,0,0.6046,0.2256,350.0
2022-06-17,UK,4,6,0,0,21.71,0.0,3.71,26.2,30.9,476.979,507.695,0,0.4322,0.222,350.0
2022-06-18,UK,5,6,1,0,28.64,0.0,10.64,20.2,23.5,348.144,505.348,0,0.4702,0.2376,345.866
2022-06-19,UK,6,6,1,0,19.35,0.0,1.35,20.2,23.8,233.608,503.067,0,0.5314,0.2287,350.0
2022-06-20,UK,0,6,0,0,20.2,0.0,2.2,25.9,29.8,492.076,520.701,0,0.5467,0.2213,350.0
2022-06-21,UK,1,6,0,0,25.45,0.0,7.45,25.9,30.0,502.686,531.781,0,0.4324,0.2251,350.0
2022-06-22,UK,2,6,0,0,23.22,0.0,5.22,26.0,30.0,492.568,516.638,0,0.619,0.2303,350.0
2022-06-23,UK,3,6,0,0,19.19,0.0,1.19,25.7,29.4,496.109,542.611,0,0.5773,0.2302,349.459
2022-06-24,UK,4,6,0,0,23.9,0.0,5.9,26.0,30.4,498.215,539.061,0,0.5316,0.2193,348.195
2022-06-25,UK,5,6,1,0,15.64,2.36,0.0,20.3,23.5,324.856,519.99,0,0.4839,0.2281,350.0
